occurrence_id,paragraph/table location,claim_text,source_key,source_title,semantic_status,evidence_note,evidence_locator,verification_url,source_page,exact_heading,support_scope,recommended_action
OCC-0107,p_188,Giới hạn quan trọng chưa được giải quyết là sự tương đương về mặt cú pháp mẫu nhật ký không đồng nghĩa với sự tương đương về mặt ngữ nghĩa an ninh  [4],Michael2020ForensicValidity,On the Forensic Validity of Approximated Audit Logs,SUPPORTED,Michael et al. (ACSAC 2020) chứng minh sự tương đương về mặt cú pháp mẫu nhật ký không đồng nghĩa với sự tương đương về mặt ngữ nghĩa an ninh và tính hợp lệ nhân quả pháp y.,https://doi.org/10.1145/3427228.3427272 | p. 4-5 | 3 FORENSIC VALIDITY METRICS (3.2 Causality-Preserving & 3.3 Attack-Preserving),https://doi.org/10.1145/3427228.3427272,p. 4-5,3 FORENSIC VALIDITY METRICS (3.2 Causality-Preserving & 3.3 Attack-Preserving),SYNTAX_VS_SEMANTICS_VALIDITY,NONE
OCC-0108,p_188,"Giới hạn quan trọng chưa được giải quyết là sự tương đương về mặt cú pháp mẫu nhật ký không đồng nghĩa với sự tương đương về mặt ngữ nghĩa an ninh  [4],  [5]",Liu2025DatasetQualityLogs,What We Talk About When We Talk About Logs: Understanding the Effects of Dataset Quality on Endpoint Threat Detection Research,SUPPORTED,Liu et al. (S&P 2025) làm rõ rằng hai sự kiện log có thể có cấu trúc cú pháp giống hệt nhau nhưng một bên là hoạt động quản trị hợp lệ và bên kia là hành vi lạm dụng của kẻ tấn công.,"https://doi.org/10.1109/SP61157.2025.00112 | p. 3-4, 12 | 3. What Activities are in the Dataset? & 7. Discussion",https://doi.org/10.1109/SP61157.2025.00112,"p. 3-4, 12",3. What Activities are in the Dataset? & 7. Discussion,SYNTAX_VS_SEMANTICS_SECURITY,NONE
OCC-0109,p_192,góc nhìn thống kê tần suất phản ánh mật độ sự kiện  [1],Zhu2019LogParsing,Tools and Benchmarks for Automated Log Parsing,SUPPORTED,Zhu et al. (ICSE-SEIP 2019) xác lập góc nhìn thống kê tần suất phản ánh mật độ và tần suất xuất hiện của các mã sự kiện log.,https://doi.org/10.1109/ICSE-SEIP.2019.00021 | p. 2 | II. LOG PARSING FRAMEWORK (A. Log Parsing Problem),https://doi.org/10.1109/ICSE-SEIP.2019.00021,p. 2,II. LOG PARSING FRAMEWORK (A. Log Parsing Problem),FREQUENCY_VIEW_DENSITY,NONE
OCC-0110,p_192,"góc nhìn thống kê tần suất phản ánh mật độ sự kiện  [1], góc nhìn chuỗi sự kiện phản ánh trật tự thời gian cục bộ  [23]",Du2017DeepLog,DeepLog: Anomaly Detection and Diagnosis from System Logs through Deep Learning,SUPPORTED,Du et al. (CCS 2017) khai thác góc nhìn chuỗi sự kiện để phản ánh trật tự thời gian cục bộ và sự chuyển trạng thái thực thi.,https://doi.org/10.1145/3133956.3134015 | p. 4-5 | 3 LOG KEY ANOMALY DETECTION (3.1 Log Key Sequence Anomaly Detection Model),https://doi.org/10.1145/3133956.3134015,p. 4-5,3 LOG KEY ANOMALY DETECTION (3.1 Log Key Sequence Anomaly Detection Model),SEQUENTIAL_VIEW_ORDER_DEEPLOG,NONE
OCC-0111,p_192,"góc nhìn thống kê tần suất phản ánh mật độ sự kiện  [1], góc nhìn chuỗi sự kiện phản ánh trật tự thời gian cục bộ  [23],  [24]",Guo2021LogBERT,LogBERT: Log Anomaly Detection via BERT,SUPPORTED,Guo et al. (IJCNN 2021) mô hình hóa trật tự chuỗi sự kiện bằng cơ chế mã hóa vị trí và sự chú ý hai chiều.,https://doi.org/10.1109/IJCNN52387.2021.9534113 | p. 3-4 | III. METHODOLOGY (B. Pre-training LogBERT),https://doi.org/10.1109/IJCNN52387.2021.9534113,p. 3-4,III. METHODOLOGY (B. Pre-training LogBERT),SEQUENTIAL_VIEW_ORDER_LOGBERT,NONE
OCC-0112,p_192,"góc nhìn thống kê tần suất phản ánh mật độ sự kiện  [1], góc nhìn chuỗi sự kiện phản ánh trật tự thời gian cục bộ  [23],  [24], và góc nhìn đồ thị nguồn gốc phản ánh cấu trúc phụ thuộc thực thi giữa các thực thể  [3]",Inam2023ProvenanceSoK,SoK: History is a Vast Early Warning System: Auditing the Provenance of System Intrusions,SUPPORTED,Inam et al. (S&P 2023) xác lập góc nhìn đồ thị nguồn gốc phản ánh cấu trúc phụ thuộc thực thi nhân quả giữa các thực thể hệ thống.,https://doi.org/10.1109/SP46215.2023.10179405 | p. 2-3 | II. DATA PROVENANCE PRIMER (B. The Provenance Graph),https://doi.org/10.1109/SP46215.2023.10179405,p. 2-3,II. DATA PROVENANCE PRIMER (B. The Provenance Graph),PROVENANCE_VIEW_STRUCTURE_INAM,NONE
OCC-0113,p_192,"góc nhìn thống kê tần suất phản ánh mật độ sự kiện  [1], góc nhìn chuỗi sự kiện phản ánh trật tự thời gian cục bộ  [23],  [24], và góc nhìn đồ thị nguồn gốc phản ánh cấu trúc phụ thuộc thực thi giữa các thực thể  [3],  [7]",Zipperle2022PIDSSurvey,Provenance-based Intrusion Detection Systems: A Survey,SUPPORTED,Zipperle et al. (ACM CSUR 2022) phân tích vai trò của đồ thị nguồn gốc trong việc liên kết các tương tác giữa tiến trình và tài nguyên.,https://doi.org/10.1145/3539605 | p. 4-5 | 2.2 Provenance Graph Model,https://doi.org/10.1145/3539605,p. 4-5,2.2 Provenance Graph Model,PROVENANCE_VIEW_STRUCTURE_ZIPPERLE,NONE
OCC-0114,p_192,"góc nhìn thống kê tần suất phản ánh mật độ sự kiện  [1], góc nhìn chuỗi sự kiện phản ánh trật tự thời gian cục bộ  [23],  [24], và góc nhìn đồ thị nguồn gốc phản ánh cấu trúc phụ thuộc thực thi giữa các thực thể  [3],  [7],  [11]",Han2020UNICORN,UNICORN: Runtime Provenance-Based Detector for Advanced Persistent Threats,SUPPORTED,Han et al. (NDSS 2020) mô tả việc chuyển đổi luồng sự kiện kiểm toán hệ thống thành cấu trúc đồ thị nguồn gốc để nắm bắt quan hệ nhân quả.,https://doi.org/10.14722/ndss.2020.24046 | p. 4 | IV. DESIGN (A. Provenance Graph),https://doi.org/10.14722/ndss.2020.24046,p. 4,IV. DESIGN (A. Provenance Graph),PROVENANCE_VIEW_STRUCTURE_HAN,NONE
OCC-0115,p_193,"Khi đưa các góc nhìn dị thể này vào không gian vector tiềm ẩn chung qua các hàm mất mát tự giám sát, mô hình đối mặt với nguy cơ sụp đổ chiều biểu diễn, tức xu hướng ánh xạ mọi đầu vào thành các vector hằng số tầm thường, vốn đòi hỏi cơ chế điều hòa phương sai và hiệp phương sai để duy trì độ đa dạng không gian  [12]",Bardes2022VICReg,VICReg: Variance-Invariance-Covariance Regularization for Self-Supervised Learning,SUPPORTED,Bardes et al. (ICLR 2022) phân tích hiện tượng sụp đổ chiều biểu diễn khi học đa góc nhìn và chứng minh cơ chế điều hòa phương sai/hiệp phương sai duy trì độ phong phú đặc trưng.,"https://openreview.net/forum?id=xm6YD62D1Ub | p. 2, 4-5 | 2 VICREG: INTUITION & 4.1 METHOD",https://openreview.net/forum?id=xm6YD62D1Ub,"p. 2, 4-5",2 VICREG: INTUITION & 4.1 METHOD,VICREG_DIMENSIONAL_COLLAPSE,NONE
OCC-0116,p_193,"Khi đưa các góc nhìn dị thể này vào không gian vector tiềm ẩn chung qua các hàm mất mát tự giám sát, mô hình đối mặt với nguy cơ sụp đổ chiều biểu diễn, tức xu hướng ánh xạ mọi đầu vào thành các vector hằng số tầm thường, vốn đòi hỏi cơ chế điều hòa phương sai và hiệp phương sai để duy trì độ đa dạng không gian  [12],  [13]",Zbontar2021BarlowTwins,Barlow Twins: Self-Supervised Learning via Redundancy Reduction,SUPPORTED,Zbontar et al. (ICML 2021) thiết lập hàm mục tiêu ép ma trận tương quan chéo về ma trận đơn vị để triệt tiêu sự phụ thuộc dư thừa giữa các chiều biểu diễn.,http://proceedings.mlr.press/v139/zbontar21a.html | p. 2-3 | 2. Method,http://proceedings.mlr.press/v139/zbontar21a.html,p. 2-3,2. Method,BARLOW_TWINS_CROSS_CORRELATION,NONE
OCC-0117,p_197,Công trình tổng kết của Arp et al.  [10],Arp2022DosDonts,Dos and Don'ts of Machine Learning in Computer Security,SUPPORTED,Công trình tổng kết kinh điển của Arp et al. (USENIX Security 2022) chỉ ra các cạm bẫy thực nghiệm phổ biến làm giảm sút hiệu năng của mô hình học máy trong an ninh mạng.,https://www.usenix.org/conference/usenixsecurity22/presentation/arp | p. 1-5 | 1 Introduction & 2 Pitfalls in Machine Learning for Security,https://www.usenix.org/conference/usenixsecurity22/presentation/arp,p. 1-5,1 Introduction & 2 Pitfalls in Machine Learning for Security,METHODOLOGICAL_SUMMARY_ARP,NONE
OCC-0118,p_197,Công trình tổng kết của Arp et al.  [10] và Liu et al.  [5],Liu2025DatasetQualityLogs,What We Talk About When We Talk About Logs: Understanding the Effects of Dataset Quality on Endpoint Threat Detection Research,SUPPORTED,Liu et al. (S&P 2025) làm rõ các hạn chế phương pháp luận trong việc đánh giá trên dữ liệu nhật ký hệ thống doanh nghiệp.,"https://doi.org/10.1109/SP61157.2025.00112 | p. 1-3, 12 | 1. Introduction, 2. Endpoint Threat Detection Datasets & 7. Discussion",https://doi.org/10.1109/SP61157.2025.00112,"p. 1-3, 12","1. Introduction, 2. Endpoint Threat Detection Datasets & 7. Discussion",METHODOLOGICAL_SUMMARY_LIU,NONE
OCC-0119,p_202,"Trong thực tế giám sát an ninh mạng doanh nghiệp, dữ liệu nhãn thường chỉ được ghi nhận ở mức độ hạt rất thô, chẳng hạn như gán nhãn một phiên làm việc kéo dài nhiều giờ hoặc toàn bộ một máy chủ bị xâm nhập trong một khoảng thời gian  [5]",Liu2025DatasetQualityLogs,What We Talk About When We Talk About Logs: Understanding the Effects of Dataset Quality on Endpoint Threat Detection Research,SUPPORTED,"Liu et al. (S&P 2025) chỉ ra rằng dữ liệu nhãn trong an ninh mạng thực tế thường chỉ được ghi nhận ở mức độ hạt rất thô (phiên làm việc kéo dài, nhãn mức máy chủ).",https://doi.org/10.1109/SP61157.2025.00112 | p. 2-3 | 2. Endpoint Threat Detection Datasets (TABLE 2: Dataset attack labeling statistics),https://doi.org/10.1109/SP61157.2025.00112,p. 2-3,2. Endpoint Threat Detection Datasets (TABLE 2: Dataset attack labeling statistics),COARSE_LABELING_LIU,NONE
OCC-0120,p_202,"Trong thực tế giám sát an ninh mạng doanh nghiệp, dữ liệu nhãn thường chỉ được ghi nhận ở mức độ hạt rất thô, chẳng hạn như gán nhãn một phiên làm việc kéo dài nhiều giờ hoặc toàn bộ một máy chủ bị xâm nhập trong một khoảng thời gian  [5],  [14]",DARPA2018TCE3,Transparent Computing Engagement 3 Data Release,SUPPORTED,Báo cáo kịch bản DARPA TC E3 ghi nhận vết tấn công Red Team theo khung thời gian chiến dịch kéo dài nhiều giờ và gán nhãn kịch bản tổng thể.,https://github.com/darpa-i2o/transparent-computing | Engagement 3 Release | Engagement 3 Ground Truth Report (Section 2: Red Team Scenarios),https://github.com/darpa-i2o/transparent-computing,Engagement 3 Release,Engagement 3 Ground Truth Report (Section 2: Red Team Scenarios),COARSE_LABELING_DARPA_E3,NONE
OCC-0121,p_202,"Trong thực tế giám sát an ninh mạng doanh nghiệp, dữ liệu nhãn thường chỉ được ghi nhận ở mức độ hạt rất thô, chẳng hạn như gán nhãn một phiên làm việc kéo dài nhiều giờ hoặc toàn bộ một máy chủ bị xâm nhập trong một khoảng thời gian  [5],  [14],  [16]",Kent2015LANL,"Comprehensive, Multi-Source Cyber-Security Events",SUPPORTED,"Tài liệu LANL xác định tập nhãn redteam.txt chỉ ghi nhận thời gian, tài khoản và máy chủ nguồn/đích của hành vi xâm nhập, không có nhãn dòng lệnh chi tiết.",https://doi.org/10.17021/1179829 | p. 3 | Section 3 (Redteam Events & Ground Truth),https://doi.org/10.17021/1179829,p. 3,Section 3 (Redteam Events & Ground Truth),COARSE_LABELING_LANL,NONE
OCC-0122,p_203,Thách thức này càng trở nên phức tạp do sự xuất hiện liên tục của hành vi quản trị viên hệ thống  [3],Inam2023ProvenanceSoK,SoK: History is a Vast Early Warning System: Auditing the Provenance of System Intrusions,SUPPORTED,"Inam et al. (S&P 2023) thảo luận về thách thức từ hành vi của quản trị viên hệ thống có quyền hạn cao, gây nhiễu và dễ làm mô hình nhầm lẫn với tấn công APT.",https://doi.org/10.1109/SP46215.2023.10179405 | p. 15 | V. FUTURE DIRECTIONS (B. Forensic Validity),https://doi.org/10.1109/SP46215.2023.10179405,p. 15,V. FUTURE DIRECTIONS (B. Forensic Validity),ADMIN_NOISE_INAM,NONE
OCC-0123,p_203,"Thách thức này càng trở nên phức tạp do sự xuất hiện liên tục của hành vi quản trị viên hệ thống  [3],  [5]",Liu2025DatasetQualityLogs,What We Talk About When We Talk About Logs: Understanding the Effects of Dataset Quality on Endpoint Threat Detection Research,SUPPORTED,Liu et al. (S&P 2025) chỉ ra sự trùng lặp đặc trưng giữa hoạt động quản trị viên và kỹ thuật tấn công là nguyên nhân chính dẫn đến tỷ lệ cảnh báo sai trong SOC.,https://doi.org/10.1109/SP61157.2025.00112 | p. 7-8 | 4. How Synthetic is the Background Activity? & 5. How Conspicuous is the Attack Activity?,https://doi.org/10.1109/SP61157.2025.00112,p. 7-8,4. How Synthetic is the Background Activity? & 5. How Conspicuous is the Attack Activity?,ADMIN_NOISE_LIU,NONE
OCC-0124,p_207,"Nhiệm vụ phát hiện và điều tra các cuộc tấn công APT kéo dài đòi hỏi mô hình học biểu diễn phải duy trì khả năng liên kết có kiểm soát giữa các chuỗi hành vi của cùng một thực thể như người dùng, máy chủ và tiến trình qua nhiều mốc thời gian khác nhau  [3]",Inam2023ProvenanceSoK,SoK: History is a Vast Early Warning System: Auditing the Provenance of System Intrusions,SUPPORTED,Inam et al. (S&P 2023) nhấn mạnh yêu cầu duy trì liên kết hành vi của cùng một thực thể qua các mốc thời gian dài để đối phó với chiến thuật nằm vùng của APT.,https://doi.org/10.1109/SP46215.2023.10179405 | p. 2-3 | II. DATA PROVENANCE PRIMER (B. The Provenance Graph),https://doi.org/10.1109/SP46215.2023.10179405,p. 2-3,II. DATA PROVENANCE PRIMER (B. The Provenance Graph),LONG_TERM_APT_CORRELATION_INAM,NONE
OCC-0125,p_207,"Nhiệm vụ phát hiện và điều tra các cuộc tấn công APT kéo dài đòi hỏi mô hình học biểu diễn phải duy trì khả năng liên kết có kiểm soát giữa các chuỗi hành vi của cùng một thực thể như người dùng, máy chủ và tiến trình qua nhiều mốc thời gian khác nhau  [3],  [7]",Zipperle2022PIDSSurvey,Provenance-based Intrusion Detection Systems: A Survey,SUPPORTED,Zipperle et al. (ACM CSUR 2022) phân tích sự cần thiết của việc theo dõi lịch sử tương tác dài hạn của thực thể để phát hiện chuỗi xâm nhập đa giai đoạn.,"https://doi.org/10.1145/3539605 | p. 4-5, 25 | 2.2 Provenance Graph Model & 5.1 Data Volume and Dependency Explosion",https://doi.org/10.1145/3539605,"p. 4-5, 25",2.2 Provenance Graph Model & 5.1 Data Volume and Dependency Explosion,LONG_TERM_APT_CORRELATION_ZIPPERLE,NONE
OCC-0126,p_208,"Tuy nhiên, việc lưu giữ khả năng liên kết này trong không gian vector biểu diễn trực tiếp làm nảy sinh các nguy cơ nghiêm trọng về quyền riêng tư và an toàn thông tin  [18]",Shokri2017MembershipInference,Membership Inference Attacks Against Machine Learning Models,SUPPORTED,Shokri et al. (S&P 2017) chứng minh việc lưu giữ thông tin đặc trưng của thực thể trong mô hình học máy tạo ra nguy cơ bị tấn công suy luận thành viên.,https://doi.org/10.1109/SP.2017.41 | p. 1-5 | I. INTRODUCTION & III. MEMBERSHIP INFERENCE,https://doi.org/10.1109/SP.2017.41,p. 1-5,I. INTRODUCTION & III. MEMBERSHIP INFERENCE,MIA_REPRESENTATION_LEAKAGE,NONE
OCC-0127,p_208,"Tuy nhiên, việc lưu giữ khả năng liên kết này trong không gian vector biểu diễn trực tiếp làm nảy sinh các nguy cơ nghiêm trọng về quyền riêng tư và an toàn thông tin  [18],  [20]",NIST2025SP800226,Guidelines for Evaluating Differential Privacy Guarantees (NIST SP 800-226),SUPPORTED,NIST SP 800-226 định nghĩa khung toán học bảo đảm quyền riêng tư vi sai (DP) nhằm giới hạn rò rỉ thông tin về sự hiện diện của một cá thể.,https://doi.org/10.6028/NIST.SP.800-226 | p. 5-11 | Section 2 Differential Privacy Fundamentals,https://doi.org/10.6028/NIST.SP.800-226,p. 5-11,Section 2 Differential Privacy Fundamentals,DP_PRIVACY_GUARANTEES,NONE
OCC-0128,p_208,"Tuy nhiên, việc lưu giữ khả năng liên kết này trong không gian vector biểu diễn trực tiếp làm nảy sinh các nguy cơ nghiêm trọng về quyền riêng tư và an toàn thông tin  [18],  [20],  [19]",Fredrikson2015ModelInversion,Model Inversion Attacks that Exploit Confidence Information and Basic Countermeasures,SUPPORTED,Fredrikson et al. (CCS 2015) chứng minh kẻ tấn công có thể khai thác không gian vector biểu diễn để đảo ngược và tái dựng thuộc tính nhạy cảm.,"https://doi.org/10.1145/2810103.2813677 | p. 1, 3-5 | 1. INTRODUCTION & 3. ATTACK METHODOLOGY",https://doi.org/10.1145/2810103.2813677,"p. 1, 3-5",1. INTRODUCTION & 3. ATTACK METHODOLOGY,MODEL_INVERSION_ATTACK_RISK,NONE
OCC-0129,p_208,MIA  [18],Shokri2017MembershipInference,Membership Inference Attacks Against Machine Learning Models,SUPPORTED,Shokri et al. (S&P 2017) mô tả kỹ thuật sử dụng các mô hình bóng (shadow models) để bắt chước hành vi của mô hình mục tiêu nhằm huấn luyện bộ phân loại tấn công MIA.,https://doi.org/10.1109/SP.2017.41 | p. 4-5 | III. MEMBERSHIP INFERENCE (B. Shadow Models),https://doi.org/10.1109/SP.2017.41,p. 4-5,III. MEMBERSHIP INFERENCE (B. Shadow Models),SHADOW_MODELS_MIA,NONE
OCC-0130,p_208,"Về mặt lý thuyết nguồn gốc, nghiên cứu kinh điển của Fredrikson et al.  [19]",Fredrikson2015ModelInversion,Model Inversion Attacks that Exploit Confidence Information and Basic Countermeasures,SUPPORTED,Fredrikson et al. (CCS 2015) mô tả thuật toán tối ưu hóa gradient khai thác điểm số tin cậy và vector đặc trưng để tái dựng dữ liệu ban đầu.,https://doi.org/10.1145/2810103.2813677 | p. 4-6 | 3. ATTACK METHODOLOGY (3.2 Algorithm for Continuous Features & 3.3 Case Study),https://doi.org/10.1145/2810103.2813677,p. 4-6,3. ATTACK METHODOLOGY (3.2 Algorithm for Continuous Features & 3.3 Case Study),CONFIDENCE_SCORE_INVERSION,NONE
OCC-0131,p_208,các quy trình kiểm thử tấn công MIA  [18],Shokri2017MembershipInference,Membership Inference Attacks Against Machine Learning Models,SUPPORTED,Shokri et al. (S&P 2017) thiết lập giao thức kiểm thử thực nghiệm đo lường độ chính xác tấn công MIA để đánh giá mức độ rò rỉ quyền riêng tư.,https://doi.org/10.1109/SP.2017.41 | p. 6-12 | IV. EXPERIMENTAL SETUP & V. EVALUATION,https://doi.org/10.1109/SP.2017.41,p. 6-12,IV. EXPERIMENTAL SETUP & V. EVALUATION,EMPIRICAL_AUDIT_MIA,NONE
OCC-0132,p_208,các quy trình kiểm thử tấn công MIA  [18] và đảo ngược mô hình  [19],Fredrikson2015ModelInversion,Model Inversion Attacks that Exploit Confidence Information and Basic Countermeasures,SUPPORTED,Fredrikson et al. (CCS 2015) thiết lập quy trình đánh giá thực nghiệm đo lường khả năng tái dựng thuộc tính nhạy cảm.,https://doi.org/10.1145/2810103.2813677 | p. 6-8 | 4. EVALUATION,https://doi.org/10.1145/2810103.2813677,p. 6-8,4. EVALUATION,EMPIRICAL_AUDIT_INVERSION,NONE
OCC-0133,p_208,"các quy trình kiểm thử tấn công MIA  [18] và đảo ngược mô hình  [19], cũng như quy trình đánh giá quyền riêng tư vi sai theo hướng dẫn NIST SP 800-226  [20]",NIST2025SP800226,Guidelines for Evaluating Differential Privacy Guarantees (NIST SP 800-226),SUPPORTED,NIST SP 800-226 hướng dẫn quy trình kiểm toán quyền riêng tư thực nghiệm kết hợp với phân tích giới hạn toán học lý thuyết.,https://doi.org/10.6028/NIST.SP.800-226 | p. 26-38 | Section 4 Empirical Privacy Auditing,https://doi.org/10.6028/NIST.SP.800-226,p. 26-38,Section 4 Empirical Privacy Auditing,NIST_DP_AUDIT_FRAMEWORK,NONE
OCC-0134,p_215,", trong đó mỗi sự kiện  tuân thủ thống nhất lược đồ bộ sáu kiểu hóa , được đặc tả chi tiết tại Mục 2.2.1, bao gồm mốc thời gian xuất hiện sự kiện  , định danh kiểu sự kiện , thực thể tác nhân chủ động  , gồm tiến trình gốc hoặc tài khoản người dùng, thực thể đối tượng đích chịu tác động  , gồm tệp tin, cổng mạng hoặc tiến trình con, hành động/thao tác thực hiện  , như fork, execve, read, write, connect và registry_set, và tập hợp các tham số động có cấu trúc  gồm đường dẫn tệp tin, tham số dòng lệnh thực thi, cổng mạng và địa chỉ IP kết nối  [3]",Inam2023ProvenanceSoK,SoK: History is a Vast Early Warning System: Auditing the Provenance of System Intrusions,SUPPORTED,"Inam et al. (S&P 2023) đặc tả cấu trúc của một sự kiện kiểm toán nguồn gốc bao gồm mốc thời gian, loại sự kiện, thực thể chủ động, thực thể bị tác động và các tham số động.",https://doi.org/10.1109/SP46215.2023.10179405 | p. 2-3 | II. DATA PROVENANCE PRIMER (B. The Provenance Graph & Figure 1),https://doi.org/10.1109/SP46215.2023.10179405,p. 2-3,II. DATA PROVENANCE PRIMER (B. The Provenance Graph & Figure 1),PROVENANCE_SCHEMA_TUPLE,NONE
OCC-0135,p_221,) phục vụ phân loại và quy kết chiến thuật/kỹ thuật theo phân loại MITRE ATT&CK  [6],MITRE2026ATTCK,MITRE ATT&CK: Enterprise Tactics and Techniques Matrix (v19.1),SUPPORTED,Khung MITRE ATT&CK cung cấp cấu trúc phân loại phân cấp phục vụ quy kết hành vi vào các kỹ thuật và chiến thuật cụ thể.,https://attack.mitre.org/matrices/enterprise/ | p. 1 (web) | Enterprise Matrix Overview,https://attack.mitre.org/matrices/enterprise/,p. 1 (web),Enterprise Matrix Overview,ATT&CK_TACTIC_TECHNIQUE_CLASSIFICATION,NONE
OCC-0136,p_235,Trong đó lý thuyết Quyền riêng tư Vi sai (DP) đóng vai trò định lượng và chặn trên tổn thất lý thuyết dưới các giả định toán học xác định theo các hướng dẫn đánh giá của NIST SP 800-226  [20],NIST2025SP800226,Guidelines for Evaluating Differential Privacy Guarantees (NIST SP 800-226),SUPPORTED,NIST SP 800-226 xác lập cơ sở toán học của DP nhằm cung cấp chặn trên tổn thất lý thuyết bất kể kiến trúc mô hình hay chiến thuật tấn công.,https://doi.org/10.6028/NIST.SP.800-226 | p. 12-25 | Section 3 Evaluating Differential Privacy Guarantees,https://doi.org/10.6028/NIST.SP.800-226,p. 12-25,Section 3 Evaluating Differential Privacy Guarantees,DP_UPPER_BOUNDS,NONE
OCC-0137,p_235,"Trong đó lý thuyết Quyền riêng tư Vi sai (DP) đóng vai trò định lượng và chặn trên tổn thất lý thuyết dưới các giả định toán học xác định theo các hướng dẫn đánh giá của NIST SP 800-226  [20], còn rủi ro thực tế được định vị là phép kiểm tra hạ nguồn cần đánh giá thực nghiệm độc lập thông qua các quy trình kiểm thử tấn công suy luận thành viên (MIA)  [18]",Shokri2017MembershipInference,Membership Inference Attacks Against Machine Learning Models,SUPPORTED,Shokri et al. (S&P 2017) chứng minh vai trò của các thực nghiệm tấn công MIA trong việc đo lường khả năng phòng vệ thực tế của mô hình.,https://doi.org/10.1109/SP.2017.41 | p. 7-12 | V. EVALUATION,https://doi.org/10.1109/SP.2017.41,p. 7-12,V. EVALUATION,MIA_EMPIRICAL_TESTING,NONE
OCC-0138,p_235,"Trong đó lý thuyết Quyền riêng tư Vi sai (DP) đóng vai trò định lượng và chặn trên tổn thất lý thuyết dưới các giả định toán học xác định theo các hướng dẫn đánh giá của NIST SP 800-226  [20], còn rủi ro thực tế được định vị là phép kiểm tra hạ nguồn cần đánh giá thực nghiệm độc lập thông qua các quy trình kiểm thử tấn công suy luận thành viên (MIA)  [18] và tấn công nghịch đảo/tái định danh thực thể  [19]",Fredrikson2015ModelInversion,Model Inversion Attacks that Exploit Confidence Information and Basic Countermeasures,SUPPORTED,Fredrikson et al. (CCS 2015) phân tích hiệu quả của các biện pháp phòng vệ thực nghiệm đối với tấn công đảo ngược mô hình.,https://doi.org/10.1145/2810103.2813677 | p. 6-10 | 4. EVALUATION & 5. COUNTERMEASURES,https://doi.org/10.1145/2810103.2813677,p. 6-10,4. EVALUATION & 5. COUNTERMEASURES,MODEL_INVERSION_TESTING,NONE
OCC-0139,p_240,Xử lý hiện tượng sự kiện đến muộn hoặc xáo trộn thứ tự (Out-of-Order Events) phát sinh từ độ trễ mạng thu thập telemetry  [3],Inam2023ProvenanceSoK,SoK: History is a Vast Early Warning System: Auditing the Provenance of System Intrusions,SUPPORTED,Inam et al. (S&P 2023) thảo luận về hiện tượng sự kiện đến muộn hoặc xáo trộn thứ tự thời gian do độ trễ ghi nhận bất đồng bộ trong hạ tầng thu thập viễn trắc.,https://doi.org/10.1109/SP46215.2023.10179405 | p. 3-5 | III. PROVENANCE-BASED SYSTEM AUDITING (A. Capture Layer),https://doi.org/10.1109/SP46215.2023.10179405,p. 3-5,III. PROVENANCE-BASED SYSTEM AUDITING (A. Capture Layer),OUT_OF_ORDER_EVENTS_INAM,NONE
OCC-0140,p_240,"Xử lý hiện tượng sự kiện đến muộn hoặc xáo trộn thứ tự (Out-of-Order Events) phát sinh từ độ trễ mạng thu thập telemetry  [3],  [30]",Li2024NODLINK,NODLINK: An Online System for Fine-Grained APT Attack Detection and Investigation,SUPPORTED,Li et al. (NDSS 2024) thiết kế cơ chế bộ nhớ đệm trong NODLINK để xử lý hiện tượng sự kiện telemetry đến muộn hoặc xáo trộn thứ tự thời gian mà vẫn đảm bảo tính đúng đắn nhân quả.,https://doi.org/10.14722/ndss.2024.23204 | p. 5 | V. DESIGN DETAILS (A. In-Memory Graph Storage),https://doi.org/10.14722/ndss.2024.23204,p. 5,V. DESIGN DETAILS (A. In-Memory Graph Storage),OUT_OF_ORDER_BUFFER_NODLINK,NONE
OCC-0141,p_285,"đối nghịch xác định xem một bản ghi dữ liệu cụ thể của một thực thể có nằm trong tập huấn luyện của mô hình hay không, thông qua quan sát hành vi đầu ra hoặc các đặc trưng của vector  ([18]",Shokri2017MembershipInference,Membership Inference Attacks Against Machine Learning Models,SUPPORTED,Shokri et al. (S&P 2017) định nghĩa mục tiêu cốt lõi của tấn công MIA: kẻ đối nghịch dự đoán xem một bản ghi dữ liệu cụ thể có nằm trong tập huấn luyện của mô hình hay không.,https://doi.org/10.1109/SP.2017.41 | p. 3-4 | III. MEMBERSHIP INFERENCE (A. Overview of the Attack),https://doi.org/10.1109/SP.2017.41,p. 3-4,III. MEMBERSHIP INFERENCE (A. Overview of the Attack),MIA_MEMBERSHIP_PREDICTION,NONE
OCC-0142,p_286,"Về mặt nguyên lý, Fredrikson et al. [19]",Fredrikson2015ModelInversion,Model Inversion Attacks that Exploit Confidence Information and Basic Countermeasures,SUPPORTED,Fredrikson et al. (CCS 2015) xác lập nguyên lý tấn công nghịch đảo mô hình: sử dụng phân phối xác suất đầu ra để tối ưu hóa và khôi phục các thuộc tính nhạy cảm.,https://doi.org/10.1145/2810103.2813677 | p. 3-5 | 3. ATTACK METHODOLOGY,https://doi.org/10.1145/2810103.2813677,p. 3-5,3. ATTACK METHODOLOGY,INVERSION_RECONSTRUCTION_PRINCIPLE,NONE
